Wines,Price,Category,Grapes 1,Grapes 2,Grapes 3,Grapes 4,Region 1,Region 2,Region 3,Region 4,Alcohol,Food Pairing,Notes,Link
ZAO - Amarone della Valpolicella Classico DOC 2009,358,"Red, Dry, Still",30% Corvina,30% Corvinone,30% Rondinella,10% Oseleta,"Veneto, Italy",,"Veneto, Italy",,15.50%,"Ideal matching with aged cheese, courtyard meet and game, proportionally dosed jams","Category: Red, Dry, StillGrapes: 30% Corvina, 30% Corvinone, 30% Rondinella, 10% OseletaAlcohol: 15.5%Intense deep ruby colourThe alcohol is well sustained by the fruit entirety as cherry, prune, black currant, mulberry, lightly spicy towards nutmegCompact, wide and persistent with in addiction balsamic notes sustained by good acidity and tanninFood Pairing:Ideal matching with aged cheese, courtyard meet and game, proportionally dosed jams",https://www.winelistasia.com/store/p362/ZAO_-_Amarone_della_Valpolicella_Classico_DOC_2009.html
"Grattamacco - Rosso Bolgheri Superiore ""Grattamacco"" DOC 2021",207,"Red, Dry, Still",65% Cabernet Sauvignon,20% Merlot,15% Sangiovese,,"Bordeaux, France","Bordeaux, France","Tuscany, Italy",,14.00%,"Fresh and tasty, with a considerable mineral structure. Creamy and sweet through the well measured use of oak. Good length and structure","Category: Red, Dry, StillGrapes: 65% Cabernet Sauvignon, 20% Merlot, 15% SangioveseAlcohol: 14%Brilliant ruby redIntense and well outlined nose, very refined: evolving with black berries, together with clear balsamic and Mediterranean tracesGood balance between thÃ¨ minerai traces and thÃ¨ fine tannic notes. Good length, with more complex notes of tobaccoFood Pairing:Fresh and tasty, with a considerable mineral structure. Creamy and sweet through the well measured use of oak. Good length and structureAwards:2017 - Wine Advocate: 95 points2017 - James Suckling: 94 points2017 - Gambero Rosso: 3 Glasses2017 - Wine Spectator: 95 points2017 - Decanter: 96 points2016 - Wine Advocate: 96 points2016 - James Suckling: 95 points2016 - Gambero Rosso: 3 Glasses2016 - Decanter: 96 points2016 - Wine Spectator: 95 points2015 - Wine Advocate: 97 points2015 - Gambero Rosso: 3 Glasses",https://www.winelistasia.com/store/p366/Grattamacco_-_Rosso_Bolgheri_Superiore_%22Grattamacco%22_DOC_2021.html
"Mamete Prevostini - Sassella Valtellina Sup. ""S. Lorenzo"" DOCG 2017",145,"Red, Dry, Still",100% Nebbiolo,,,,"Piedmont, Italy",,,,13.50%,"Game, roasts, game, stews, meats, braised beef, stews, hard cheeses and cured","Category: Red, Dry, StillGrapes: 100% NebbioloAlcohol: 13.5%Deep garnet-red in colour with shades of orange withinA complex array of aromas, smacking of raspberry and cherryDry and warm, persistent and elegant with final refreshing licorice, almonds, underlining wax and taste confirms a wine of character, austere, compactFood Pairing:Game, roasts, game, stews, meats, braised beef, stews, hard cheeses and curedAwards:2010- Cellar Tracker: 91points2011 - Wine Spectator: 91 points",https://www.winelistasia.com/store/p371/Mamete_Prevostini_-_Sassella_Valtellina_Sup._%22S._Lorenzo%22_DOCG_2017.html
"Sartori - Amarone della Valpolicella Classico Riserva ""Corte Bra"" DOCG 2016",144,"Red, Dry, Still",60% Corvina,20% Corvinone,15% Rondinella,5% Oseleta,"Veneto, Italy",,"Veneto, Italy",,15.50%,"Meditation wine. It can be best enjoyed with elaborated recipes, tasty meats, game and aged cheeses.","Category: Red, Dry, StillGrapes: 60% Corvina, 20% Corvinone, 15% Rondinella, 5% OseletaAlcohol: 15.5%Intense red in colour tending to garnet with aging. A wide bouquet, fine and complex with characteristic notes of red fruits jam and spices. Intense fragrances of cherry, dried fruit and tobacco stand out. When tasted, this wine inebriates the palate thanks to its exceptional power and extreme balance. and persistent. Food Pairing:Meditation wine. It can be best enjoyed with elaborated recipes, tasty meats, game and aged cheeses.Awards: 2004 - Wine Spectator: 92 points2007 - Wine Spectator: 92 points2007 - Wine Enthusiast Magazine: 91 points2008 - Wine Spectator: 91 points",https://www.winelistasia.com/store/p373/Sartori_-_Amarone_della_Valpolicella_Classico_Riserva_%22Corte_Bra%22_DOCG_2016.html
Torre dei Beati - Montepulciano D'Abruzzo ORGANIC DOC 2021,56,"Red, Dry, Still",100% Montepulciano D'abruzzo,,,,"Abruzzo, Italy",,,,13.50%,"Perfect paired to simple meet dishes of the abruzzese tradition, such as grilled lamb, pork âcif e ciafâ, lamb âcoratellaâ, arrosticini","Category: Red, Dry, StillGrapes: 100% Montepulciano d'AbruzzoAlcohol: 13.5%Deep, violet shaded ruby redFruity, lightly enriched by spicy hints coming from the old vineyard and from the not overwhelming aging in woodSmooth well balanced by the fine tannins, which, in combination with the natural minerality and the well measured acidityFood Pairing:Perfect paired to simple meet dishes of the abruzzese tradition, such as grilled lamb, pork âcif e ciafâ, lamb âcoratellaâ, arrosticini",https://www.winelistasia.com/store/p378/Torre_dei_Beati_-_Montepulciano_D%27Abruzzo_ORGANIC_DOC_2021.html
"Torre dei Beati - Montepulciano D'Abruzzo ORGANIC ""Mazzamurello"" DOC 2018",97,"Red, Dry, Still",100% Montepulciano D'abruzzo,,,,"Abruzzo, Italy",,,,14.00%,"Important meet dishes, as Montepulciano braised beef, stewed wild boar with juniper and Aurum orange liquor, aged pecorino cheese","Category: Red, Dry, StillGrapes: 100% Montepulciano d'AbruzzoAlcohol: 14%Deep and dense ruby redThe âsur liesâ technique gives the wine a natural stability, enriching the wide fruity fan of very elegant nuances of flowers and spicesFresh and deep palate, able to develop a very long finish and an intriguing drinkabilityFood Pairing:Important meet dishes, as Montepulciano braised beef, stewed wild boar with juniper and Aurum orange liquor, aged pecorino cheeseAwards: 2017: Vinum 92 Points",https://www.winelistasia.com/store/p380/Torre_dei_Beati_-_Montepulciano_D%27Abruzzo_ORGANIC_%22Mazzamurello%22_DOC_2018.html
"Les Terrasses De L'Arago - ""Les Espassoles"" IGP 2019",46,"Red, Dry, Still",50% Cabernet Sauvignon,50% Carignan,,,"Bordeaux, France","Aragon, Spain",,,13.00%,"Delicious with pepper steaks, barbecue and grilled meats","Category: Red, Dry, StillGrapes: 50% Cabernet Sauvignon; 50% CarignanAlcohol: 13%Ruby redFresh fruity aromas of black cherry and raspberrySupple and full bodied with light tannins very beautiful aromatic complexityFood Pairing:Delicious with pepper steaks, barbecue and grilled meatsAwards: Gilbert & Gaillard: Gold",https://www.winelistasia.com/store/p404/Les_Terrasses_De_L%27Arago_-__%22Les_Espassoles%22_IGP_2019.html
"Les Terrasses De L'Arago - ""L'Heritage"" AOP 2018",92,"Red, Dry, Still",Grenache Noir,Syrah,MourvÃ¨dre,,"Aragon/Catalonia, Spain","Northern Rhone, France",,,14.50%,"Delicious with red meats and gastronomy dishes, grilled meats and cheese","Category: Red, Dry, StillGrapes: Grenache Noir, Syrah, MourvÃ¨dreAlcohol: 14.5%Deep redSpices mature fruits great complexityFine, round and elegant wine. Intense aromas of vanilla, licorice and leatherFood Pairing:Delicious with red meats and gastronomy dishes, grilled meats and cheeseAwards: 2015 - Decanter: 96 points",https://www.winelistasia.com/store/p405/Les_Terrasses_De_L%27Arago_-__%22L%27Heritage%22_AOP_2018.html
"Les Terrasses De L'Arago - Rouge ""ElecciÃ³"" AOP 2019",54,"Red, Dry, Still",Grenache Noir,Syrah,,,"Aragon/Catalonia, Spain","Northern Rhone, France",,,14.00%,Gastronomy red wine to drink with spicy or Mediterranean food,"Category: Red, Dry, StillGrapes: Grenache Noir, SyrahAlcohol: 14%Ruby redIntense with blackcurrant, violet, spicy and grey pepper aromasRound and ample wine. Fleshy with aromas of violet and dried herbsFood Pairing:Gastronomy red wine to drink with spicy or Mediterranean foodAwards:2018 Gilbert & Gaillard: Gold",https://www.winelistasia.com/store/p408/Les_Terrasses_De_L%27Arago_-_Rouge_%22Elecci%C3%B3%22_AOP_2019.html
"Les Terrasses De L'Arago - Vin Deux Naturel ""Rivesaltes Tuile"" VDN 2009",68,"Red, Sweet, Still",100% Grenache,,,,"Aragon/Catalonia, Spain",,,,16.00%,"As an aperitif, with fruits or chocolate desserts","Category: Red, Sweet, StillGrapes: 100% GrenacheAlcohol: 16%Dark brownChocolate and mocha notes, along with figs and leather Brilliant ruby robeRipe fruits and plums aromas Generous and tasty tanninsFood Pairing:As an aperitif, with fruits or chocolate desserts",https://www.winelistasia.com/store/p410/Les_Terrasses_De_L%27Arago_-_Vin_Deux_Naturel_%22Rivesaltes_Tuile%22_VDN_2009.html
Peter Zemmer - Pinot Noir Riserva Vigna Kofl DOC 2022,107,"Red, Dry, Still",100% Pinot Noir - Alto Adige,,,,"Burgundy, France",,,,13.50%,"Red meats, lamb, fowl and game, fresh cheese","Category: Red, Dry, StillGrapes: 100% Pinot Noir - Alto AdigeAlcohol: 13.5%Intense and brilliant ruby red Rich, fine notes of berries and sour cherries, seductiveHarmoniously round and soft, compact, elegant with rich berry fruitFood Pairing:Red meats, lamb, fowl and game, fresh cheeseAwards:2018 - James Suckling: 92 points2017 - Robert Parker: 93 points",https://www.winelistasia.com/store/p420/Peter_Zemmer_-_Pinot_Noir_Riserva_Vigna_Kofl_DOC_2022.html
"Terenzi - Morellino di Scansano Riserva ""Purosangue"" DOCG 2019",86,"Red, Dry, Still",100% Sangiovese,,,,"Tuscany, Italy",,,,14.00%,"Particularly suitable for meat dishes, roasts and game","Category: Red, Dry, StillGrapes: 100% SangioveseAlcohol: 14%Deep ruby red with purple nuancesCharacteristic of the variety; it is reminiscent of wild berries, cloves and white pepperVelvety, full-bodied and very well-balanced, with persistent tanninsFood Pairing:Particularly suitable for meat dishes, roasts and gameAwards:2011 - Wine Enthusiast Magazine: 90 points2012 - Wine & Spirit Magazine: 90 points2013 - Wine Spectator: 92 points2013 - Wine & Spirit Magazine: 90 points",https://www.winelistasia.com/store/p424/Terenzi_-_Morellino_di_Scansano_Riserva_%22Purosangue%22_DOCG_2019.html
"Mascarello Giuseppe e Figlio - Barolo ""Monprivato"" DOCG 2017",471,"Red, Dry, Still",100% Nebbiolo,,,,"Piedmont, Italy",,,,14.00%,"Red meats in general, game, mature cheeses","Category: Red, Dry, StillGrapes: 100% NebbioloAlcohol: 14%Clear. Light redLaced with notes of red cherry, raspberry, mint, white pepper and orange peelSweet and bitter cherry fruits and inner floral tones which lasted into the finish, joined by lingering notes of cedarFood Pairing:Red meats in general, game, mature cheesesAwards:2011 - Wine Spectator: 95 points2011 - Wine Enthusiast Magazine: 95 points2011 - Luca Gardini: 98 points",https://www.winelistasia.com/store/p426/Mascarello_Giuseppe_e_Figlio_-_Barolo_%22Monprivato%22_DOCG_2017.html
Albino Rocca - Barbaresco DOCG 2022,100,"Red, Dry, Still",100% Nebbiolo,,,,"Piedmont, Italy",,,,14.50%,"Rich pastas, beef, lamb and game","Category: Red, Dry, StillGrapes: 100% NebbioloAlcohol: 14.5%Garnet redFragant and delicate, with hints of violet, humus and woody spiceDry, rustic and expressive, with good tanninsFood Pairing:Rich pastas, beef, lamb and gameAwards:2014 - Falstaff: 92 points2017 - Wine Enthusiast : 95 points2017 - Wine Spectator: 90 points",https://www.winelistasia.com/store/p428/Albino_Rocca_-_Barbaresco__DOCG_2022.html
"Albino Rocca - Barbaresco ""Angelo"" DOCG 2018",222,"Red, Dry, Still",100% Nebbiolo,,,,"Piedmont, Italy",,,,14.50%,"Rich pastas, beef, lamb and game","Category: Red, Dry, StillGrapes: 100% NebbioloAlcohol: 14.5%Ruby-red in color with garnet highlightsMature red & dark fruits, earthy notes with mineral vein and complexing floral notesSoft mouthfeel, with a dense palate showing power and structure. Sweet ripe fruit balances the grippy tannins on the finish. ""Wonderful balance and depth with lots of studding. Coating tannins are perfectly integrated into the wholeFood Pairing:Rich pastas, beef, lamb and gameAwards:2017 - Falstaff: 93points2016 - Falstaff: 92 points2015 - Falstaff: 95points2014 - Falstaff: 93points",https://www.winelistasia.com/store/p429/Albino_Rocca_-_Barbaresco_%22Angelo%22_DOCG_2018.html
"Albino Rocca - Barbaresco ""Ronchi"" Riserva DOCG 2016",313,"Red, Dry, Still",100% Nebbiolo,,,,"Piedmont, Italy",,,,14.50%,"Rich pastas, lamb, beef, game and aged cheeses","Category: Red, Dry, StillGrapes: 100% NebbioloAlcohol: 14.5%Garnet redBright cherry, strawberry and floral aromasSoft mouthfeel, with a dense palate showing power and structure. Sweet ripe fruit balances Succulent red cherry, plum, rose petal, spice, mint and licorice excellent harmony and the aftertaste lingers with a mineral elementFood Pairing:Rich pastas, lamb, beef, game and aged cheesesAwards:2016 - Falstaff: 91 points2015 - Vinum: 17/20",https://www.winelistasia.com/store/p430/Albino_Rocca_-_Barbaresco_%22Ronchi%22_Riserva_DOCG_2016.html
Albino Rocca - Rosso Langhe Nebbiolo DOC 2022,62,"Red, Dry, Still",100% Nebbiolo,,,,"Piedmont, Italy",,,,14.50%,"Pastas, meet dishes, medium aged cheeses","Category: Red, Dry, StillGrapes: 100% NebbioloAlcohol: 14.5%Ruby redBright redcurrant, mulberry and rose petalsRedcurrant, mulberry and rose petals, wonderful depth and characterFood Pairing:Pastas, meet dishes, medium aged cheeses",https://www.winelistasia.com/store/p433/Albino_Rocca_-_Rosso_Langhe_Nebbiolo_DOC_2022.html
"Tascante - Etna Rosso ""Contrada Pianodario"" DOC 2016",145,"Red, Dry, Still",100% Nerello Mascalese,,,,"Sicily (Etna), Italy",,,,13.50%,"Tasty first-course and risotto dishes, roasted and grilled meats, and semi-aged flavorful cheeses","Category: Red, Dry, StillGrapes: 100% Nerello MascaleseAlcohol: 13.5%Bright ruby-redUnderbrush, wild berry, blue flower, camphor and wet stone aromasBright acidity keeps it beautifully balanced, and a tangy mineral note graces the closeFood Pairing:Tasty first-course and risotto dishes, roasted and grilled meats, and semi-aged flavorful cheesesAwards:2016 Decanter: 90 Points2016 Wine Spectator: 90 Points2016 Wine Enthusiast: 95 Points2017 Falstaff: 96 Points",https://www.winelistasia.com/store/p436/Tascante_-_Etna_Rosso_%22Contrada_Pianodario%22_DOC_2016.html
"Tascante - Etna Rosso ""Contrada Rampante"" DOC 2019",145,"Red, Dry, Still",100% Nerello Mascalese,,,,"Sicily (Etna), Italy",,,,13.50%,"Braised beef, curries, spicy Mexican dishes, or chicken vindaloo","Category: Red, Dry, StillGrapes: 100% Nerello MascaleseAlcohol: 13.5%Bright ruby-redDried walnuts, hazelnuts, dried herbs, strawberries, red licorice and watermelonTangy and pretty on the medium-bodied palate, which is subtle in its delivery of orange-zest and lime undertonesFood Pairing:Braised beef, curries, spicy Mexican dishes, or chicken vindalooAwards:2016 Wine Spectator: 96Points2016 Wine Enthusiast: 91 Points2017 Wine Enthusiast: 94 Points",https://www.winelistasia.com/store/p437/Tascante_-_Etna_Rosso_%22Contrada_Rampante%22_DOC_2019.html
"Tascante - Etna Rosso ""Ghiaia Nera"" DOC 2022",68,"Red, Dry, Still",100% Nerello Mascalese,,,,"Sicily (Etna), Italy",,,,13.50%,"Rich pastas, meat dishes , medium aged cheeses","Category: Red, Dry, StillGrapes: 100% Nerello MascaleseAlcohol: 13.5%Bright, delicate ruby redIntense oral scents and typically of wisteria, red berriesGood persistence, soft tannins that leave a pleasant after tastFood Pairing:Rich pastas, meat dishes , medium aged cheesesAwards:2013 Falstaff: 91 Points2016 Falstaff: 91 Points2018 Wine Enthusiast: 91 Points",https://www.winelistasia.com/store/p438/Tascante_-_Etna_Rosso_%22Ghiaia_Nera%22_DOC_2022.html
Lvnae Bosoni - Cilieggiolo IGT 2021,69,"Red, Dry, Still",100% Cilieggiolo,,,,"Umbria (Montefalco), Italy",,,,13.00%,"Perfect match with cold cuts, pizza, poultry, hearty salads and seafood dishes","Category: Red, Dry, StillGrapes: 100% CilieggioloAlcohol: 13%Brilliant ruby red in color, resembling the fruit it takes its name fromFragrant notes of red fruits, predominantly cherry, spices and Mediterrenean bushSoft and fruity on the palate, elegant and smooth, fresh with naturally low-acidityFood Pairing:Perfect match with cold cuts, pizza, poultry, hearty salads and seafood dishes",https://www.winelistasia.com/store/p442/Lvnae_Bosoni_-_Cilieggiolo__IGT_2021.html
"Albino Rocca - Barbaresco ""Ronchi"" DOCG 2021",132,"Red, Dry, Still",100% Nebbiolo,,,,"Piedmont, Italy",,,,14.50%,"Rich pastas, lamb, beef, game and aged cheeses","Category: Red, Dry, StillGrapes: 100% NebbioloAlcohol: 14.5%Garnet redBright cherry, strawberry and floral aromasSucculent red cherry, plum, rose petal, spice, mint and licorice excellent harmony and the aftertaste lingers with a mineral elementFood Pairing:Rich pastas, lamb, beef, game and aged cheeses",https://www.winelistasia.com/store/p458/Albino_Rocca_-_Barbaresco_%22Ronchi%22_DOCG_2021.html
Albino Rocca - Dolcetto D'Alba DOC 2022,56,"Red, Dry, Still",100% Dolcetto,,,,"Piedmont, Italy",,,,13.00%,"Pastas, meet dishes, medium aged cheeses","Category: Red, Dry, StillGrapes: 100% DolcettoAlcohol: 13%Ruby red in color with violet tintsJuicy black cherries, black currants and violetsSpicy palate with hints of plums and red berries with a nice and smooth finishFood Pairing:Pastas, meet dishes, medium aged cheeses",https://www.winelistasia.com/store/p459/Albino_Rocca_-_Dolcetto_D%27Alba__DOC_2022.html
"Terredora - Aglianico ""Corte di Giso"" DOC 2017",61,"Red, Dry, Still",100% Aglianico,,,,"Campania/Basilicata, Italy",,,,13.50%,"Ideal with soups, even those which are meat based, cold cuts, white and red meats, roasts and mature cheeses","Category: Red, Dry, StillGrapes: 100% Aglianico Alcohol: 13.5%Ruby/purple redSpicy aromas of ripe red berries, violets and a slight gamey characterWild cherries, dark raspberries, spices, leather and licorice come together beautifully in this medium-bodied redFood Pairing:Ideal with soups, even those which are meat based, cold cuts, white and red meats, roasts and mature cheeses",https://www.winelistasia.com/store/p460/Terredora_-_Aglianico_%22Corte_di_Giso%22_DOC_2017.html
"Romanelli - Montefalco Rosso Riserva ""Medeo"" DOCG 2016",176,"Red, Dry, Still",100% Sagrantino,,,,"Umbria (Montefalco), Italy",,,,15.50%,"Pairs well with meat roasts, game, lamb, black truffle and matured cheeses","Category: Red, Dry, StillGrapes: 100% SagrantinoAlcohol: 15.5%Deep ruby red with garnet huesRich and powerful nose with ethereal and complex notes featuring elegant fruit with blackberry and plums backed up with sweet wood balsamic aftertasteFull and well structured, long and harmoniously balanced. Tannic, with a slightly bitter aftertasteFood Pairing:Pairs well with meat roasts, game, lamb, black truffle and matured cheeses",https://www.winelistasia.com/store/p465/Romanelli_-_Montefalco_Rosso_Riserva_%22Medeo%22_DOCG_2016.html
Mamete Prevostini - Valtellina Superiore Riserva DOCG 2017,136,"Red, Dry, Still",100% Nebbiolo,,,,"Piedmont, Italy",,,,14.00%,"Game, roast meats, stews, spezzatini, cold cuts, braised beef, young and mature cheeses","Category: Red, Dry, StillGrapes: 100% NebbioloAlcohol: 14%Shiny, highly polished garnet-red color alongside orange overtonesHeterogeneous scent with extraordinary subtlety combining undercurrents of raspberry jam and rosesDry and warm, persistent and polished flavor, with a final tastes of fresh fruit and a combination of wild berriesFood Pairing:Game, roast meats, stews, spezzatini, cold cuts, braised beef, young and mature cheesesAwards: 2007 - Wine Spectator: 90 points2009 - Wine Spectator: 90 points2009 - Cellar Tracker: 90 points",https://www.winelistasia.com/store/p466/Mamete_Prevostini_-_Valtellina_Superiore_Riserva_DOCG_2017.html
"Sergio Mottura - Civitella Rosso ""Civitella D'Agliano"" IGT 2020",61,"Red, Dry, Still",Merlot 80,Montepulciano 20,,,"Bordeaux, France","Abruzzo, Italy",,,14.50%,"Roast meat and stews: shoulder of lamb, goat, roast pork, wild boar and juniper berry stew, turkey legs wrapped in pancetta","Category: Red, Dry, StillGrapes: Merlot 80%, Montepulciano 20%Alcohol: 14.5%A ruby red wineHerby bouquet with strong notes of tobacco and mint and undertones of liquorice, pepper and coffee on the finishFull-bodied and distinctly salty with elegant tannins and good overall persistenceFood pairing: Roast meat and stews: shoulder of lamb, goat, roast pork, wild boar and juniper berry stew, turkey legs wrapped in pancetta",https://www.winelistasia.com/store/p469/Sergio_Mottura_-_Civitella_Rosso_%22Civitella_D%27Agliano%22_IGT_2020.html
"Sergio Mottura - Syrah ""Syracide"" IGT 2016",106,"Red, Dry, Still",100% Syrah,,,,"Northern Rhone, France",,,,14.00%,"Serve it with rich flavours: stews and casseroles, chargrilled red meat, game, sausages and salami, or meat-based risottos and pizza","Category: Red, Dry, StillGrapes: 100% SyrahAlcohol: 14%Intense ruby red in colourClassic shiraz with undertones of red fruit and pepper. Harmonious, mature and spicyRich and tannic wine with a fresh finishFood pairing: Serve it with rich flavours: stews and casseroles, chargrilled red meat, game, sausages and salami, or meat-based risottos and pizza",https://www.winelistasia.com/store/p471/Sergio_Mottura_-_Syrah_%22Syracide%22_IGT_2016.html
"Cantele - Negroamaro Puglia ""Cantele"" IGP 2021",57,"Red, Dry, Still",100% Negroamaro,,,,Puglia (Salento),,,,13.00%,"Excellent with cheese soufflÃ©, vegetable mousse, fish and soup. Try it also with egg dishes","Category: Red, Dry, StillGrapes: 100% NegroamaroAlcohol: 13%Intense ruby red with tender, soft hints of violetRed fruit with delicate herbaceous notes with a wide range of aromas, including sour cherry, red prune, and thyme followed by flintThe flavor of this wine is defined by its balance of delicacy and alcoholic content set against its minerality and freshness. Nuanced and persistent, it starts out softly and evolves into a delicate yet confident finish with classic Negroamaro notesFood pairing: Excellent with cheese soufflÃ©, vegetable mousse, fish and soup. Try it also with egg dishes",https://www.winelistasia.com/store/p477/Cantele_-_Negroamaro_Puglia_%22Cantele%22_IGP_2021.html
"Cantele - Salice Salentino Riserva ""Cantele"" DOC 2019",63,"Red, Dry, Still",100% Negroamaro,,,,Puglia (Salento),,,,13.00%,"Serve it with pasta and meat sauce, red meats including lamb. Ideal partner for medium to well-seasoned cheese","Category: Red, Dry, StillGrapes: 100% NegroamaroAlcohol: 13%Streaks of garnet giving way to intense ruby redCandied fruits and spices that evolve into clean underbrush, tea, and amber notesEnhanced by notes of red flowers, the aromas return on the palate transported by confident but not overbearing alcohol. The tannins and fresh acidity work in counterpoint to create a balanced, soft wineFood pairing: Serve it with pasta and meat sauce, red meats including lamb. Ideal partner for medium to well-seasoned cheese",https://www.winelistasia.com/store/p478/Cantele_-_Salice_Salentino_Riserva_%22Cantele%22_DOC_2019.html
"Cantele - Primitivo Puglia ""Cantele"" IGP 2023",55,"Red, Dry, Still",100% Primitivo,,,,"Apulia (Puglia), Italy",,,,13.00%,"Pasta and meat sauce, red meats including lamb. Ideal partner for medium to well-seasoned cheese","Category: Red, Dry, StillGrapes: 100% PrimitivoAlcohol: 13%Ruby red with delicate garnet undertonesThe minerality of the nose creates a delicate combination of morello and sour cherry and prune. Floral and spicy notes follow in a superbly persistent finishGentle tannins, impressive acidity combine with the classic delicacy and alcoholic content of Primitivo in the flavors of this once forceful but now elegant and noble wineFood pairing: Pasta and meat sauce, red meats including lamb. Ideal partner for medium to well-seasoned cheese",https://www.winelistasia.com/store/p480/Cantele_-_Primitivo_Puglia_%22Cantele%22_IGP_2023.html
"Cantele - Rosso Puglia ""Telero"" IGP 2020",45,"Red, Dry, Still",80% Negroamaro,10% Cab Sauv,10% Merlot,,Puglia (Salento),,"Bordeaux, France",,13.00%,"Serves perfectly with traditional pasta and pizza dishes, light meats, cold snacks and various bruschette","Category: Red, Dry, StillGrapes: 80% Negroamaro; 10% Cab Sauv; 10% MerlotAlcohol: 13%Ruby red colorDelicate, fruity with soft tones of dark berries: sour cherries, black currants, plums and caraway seedsOn the palate, the wine is full-bodied, with a good balance and soft, velvety tannins. The finish is fruity and softFood pairing: Serves perfectly with traditional pasta and pizza dishes, light meats, cold snacks and various bruschette",https://www.winelistasia.com/store/p481/Cantele_-_Rosso_Puglia_%22Telero%22_IGP_2020.html
"Cantele - Negroamaro ""Teresa Manara"" IGP 2018",92,"Red, Dry, Still",Negroamaro,,,,Puglia (Salento),,,,14.50%,It matches well with strong foods like game and very mature cheese,"Category: Red, Dry, StillGrapes: 100%NegroamaroAlcohol: 14.5%Intense ruby red alternated with delicate cherry tonesThe fruit and floral notes offer a preview of how this wine will evolve on the palate, with ample aromas of ethereal spices and a light mineralityAs on the nose, this wine is classic, bold, and confident yet perceptibly refinedFood pairing: It matches well with strong foods like game and very mature cheese",https://www.winelistasia.com/store/p487/Cantele_-_Negroamaro_%22Teresa_Manara%22_IGP_2018.html
"Cantele - Primitivo Salento ""Fanoi"" IGP 2019",123,"Red, Dry, Still",100% Primitivo,,,,"Apulia (Puglia), Italy",,,,16.00%,"Pasta and meat sauce, red meats including lamb. Ideal partner for medium to well-seasoned cheese","Category: Red, Dry, StillGrapes: 100% PrimitivoAlcohol: 16%Intense ruby red with hints of violetWild and impetuous with notes of sour cherry, cassis, and mint. Bay, cumin, and sage. A touch of rhubarb and delicate smoky note. Iron, vetiver, and Gargano orangeSeductive, rich, and smooth. Powerful structure with acidity that balances the wineâs elegant tannic characterFood pairing: Pasta and meat sauce, red meats including lamb. Ideal partner for medium to well-seasoned cheese",https://www.winelistasia.com/store/p489/Cantele_-_Primitivo_Salento_%22Fanoi%22_IGP_2019.html
"Baglio di Pianetto - Rosso Etna ""Fermata 125"" DOC 2019",80,"Red, Dry, Still",100% Nerello Mascalese,,,,"Sicily (Etna), Italy",,,,13.00%,"An ideal partner to grilled meats, couscous, and aged cheeses","Category: Red, Dry, StillGrapes: 100% Nerello MascaleseAlcohol: 13%Attractive pale ruby colourDelicate scents of red berry, such as wild strawberry, and warm, enfolding spice notesThe palate is built upon tangy, rich fruit, fine-grained, glossy tannins, and a lengthy finishFood Pairing: An ideal partner to grilled meats, couscous, and aged cheeses",https://www.winelistasia.com/store/p495/Baglio_di_Pianetto_-_Rosso_Etna_%22Fermata_125%22_DOC_2019.html
"Omina Romana - Cabernet Franc ""Ars Magna"" IGT 2017",176,"Red, Dry, Still",100% Cabernet Franc,,,,"Bordeaux/Loire, France",,,,14.00%,"Aged cheeses, robust meat dishes such as braised or stewed lamb, beef or short ribs","Category: Red, Dry, StillGrapes: 100% Cabernet FrancAlcohol: 14%Clear, deep garnetelegant, fine matured bouquet, spicy and herbaceous aromas such as allspice, clove, liquorice, bell pepper, dried herbs, fern, bright fruit of cranberry and raspberry, cedar wood and toastSilky texture, powerful body, elegant structure, saltiness, minty lift in the finish, persistent and long aftertasteFood Pairing:Aged cheeses, robust meat dishes such as braised or stewed lamb, beef or short ribs",https://www.winelistasia.com/store/p501/Omina_Romana_-_Cabernet_Franc_%22Ars_Magna%22_IGT_2017.html
Omina Romana - Cabernet Sauvignon IGT 2015,66,"Red, Dry, Still",100% Cabernet Sauvignon,,,,"Bordeaux, France",,,,13.50%,Flavourful pastas and red meats as well as for cured meats and salami,"Category: Red, Dry, StillGrapes: 100% Cabernet SauvignonAlcohol: 13.5%Bright ruby redProfound and wild bouquet, intense notes of ripe red fruits, Mediterranean scrub, cinchona bark, rhubarb and fern, which build upon a warm, mineral baseVery powerful with an intense, soothing freshness. The lovely, velvety tannin bolsters and intensifies the lasting, warm finish with pronounced volcanic nuancesFood Pairing:Flavourful pastas and red meats as well as for cured meats and salami",https://www.winelistasia.com/store/p502/Omina_Romana_-_Cabernet_Sauvignon_IGT_2015.html
"Omina Romana - Cabernet Sauvignon ""Ars Magna"" IGT 2015",165,"Red, Dry, Still",100% Cabernet Sauvignon,,,,"Bordeaux, France",,,,14.50%,Aged cheeses and robust meat dishes,"Category: Red, Dry, StillGrapes: 100% Cabernet SauvignonAlcohol: 14.5%Deep garnet with black hueIntense and persistent, black and red berry fruit, with notes of chocolate, coffee, liquorice, tobacco and a light spicy noteFine structured tannins with delicate grip in the finish, powerful body, perfect balance between fruit and acidity, persistent and lingering aftertasteFood Pairing:Aged cheeses and robust meat dishes",https://www.winelistasia.com/store/p503/Omina_Romana_-_Cabernet_Sauvignon_%22Ars_Magna%22_IGT_2015.html
